sex,lhd,risk group,financial year,"rate per 100,000 population"
Males,Hunter New England,5-34 years,2009/2010,128.8
Males,Hunter New England,5-34 years,2010/2011,102.8
Males,Hunter New England,5-34 years,2011/2012,137.2
Males,Hunter New England,5-34 years,2012/2013,123.0
Males,Hunter New England,5-34 years,2013/2014,132.6
Males,Hunter New England,5-34 years,2014/2015,113.0
Males,Hunter New England,5-34 years,2015/2016,141.9
Males,Hunter New England,5-34 years,2016/2017,166.6
Males,Hunter New England,5-34 years,2017/2018,128.4
Males,Hunter New England,5-34 years,2018/2019,180.4
Males,Hunter New England,5-34 years,2019/2020,135.8
Males,Hunter New England,5-34 years,2020/2021,133.9
Males,Hunter New England,5-34 years,2021/2022,111.5
Males,Hunter New England,35-64 years,2001/2002,53.4
Males,Hunter New England,35-64 years,2002/2003,40.0
Males,Hunter New England,35-64 years,2003/2004,50.7
Males,Hunter New England,35-64 years,2004/2005,45.9
Males,Hunter New England,35-64 years,2005/2006,41.9
Males,Hunter New England,35-64 years,2006/2007,42.2
Males,Hunter New England,35-64 years,2007/2008,45.3
Males,Hunter New England,35-64 years,2008/2009,42.2
Males,Hunter New England,35-64 years,2009/2010,39.6
Males,Hunter New England,35-64 years,2010/2011,36.6
Males,Hunter New England,35-64 years,2011/2012,32.5
Males,Hunter New England,35-64 years,2012/2013,33.7
Males,Hunter New England,35-64 years,2013/2014,31.4
Males,Hunter New England,35-64 years,2014/2015,45.2
Males,Hunter New England,35-64 years,2015/2016,40.6
Males,Hunter New England,35-64 years,2016/2017,42.6
Males,Hunter New England,35-64 years,2017/2018,46.9
Males,Hunter New England,35-64 years,2018/2019,30.6
Males,Hunter New England,35-64 years,2019/2020,31.3
Males,Hunter New England,35-64 years,2020/2021,20.8
Males,Hunter New England,35-64 years,2021/2022,21.7
Males,Hunter New England,65+ years,2001/2002,86.9
Males,Hunter New England,65+ years,2002/2003,92.2
Males,Hunter New England,65+ years,2003/2004,72.4
Males,Hunter New England,65+ years,2004/2005,86.4
Males,Hunter New England,65+ years,2005/2006,81.6
Males,Hunter New England,65+ years,2006/2007,82.8
Males,Hunter New England,65+ years,2007/2008,68.6
Males,Hunter New England,65+ years,2008/2009,48.2
Males,Hunter New England,65+ years,2009/2010,35.1
Males,Hunter New England,65+ years,2010/2011,51.0
Males,Hunter New England,65+ years,2011/2012,47.0
Males,Hunter New England,65+ years,2012/2013,37.3
Males,Hunter New England,65+ years,2013/2014,44.8
Males,Hunter New England,65+ years,2014/2015,45.4
Males,Hunter New England,65+ years,2015/2016,42.2
Males,Hunter New England,65+ years,2016/2017,43.1
Males,Hunter New England,65+ years,2017/2018,52.9
Males,Hunter New England,65+ years,2018/2019,50.4
Males,Hunter New England,65+ years,2019/2020,48.1
Males,Hunter New England,65+ years,2020/2021,24.8
Males,Hunter New England,65+ years,2021/2022,26.6
Males,Northern NSW,5-34 years,2001/2002,214.4
Males,Northern NSW,5-34 years,2002/2003,156.4
Males,Northern NSW,5-34 years,2003/2004,177.2
Males,Northern NSW,5-34 years,2004/2005,208.9
Males,Northern NSW,5-34 years,2005/2006,135.1
Males,Northern NSW,5-34 years,2006/2007,176.4
Males,Northern NSW,5-34 years,2007/2008,192.1
Males,Northern NSW,5-34 years,2008/2009,198.0
Males,Northern NSW,5-34 years,2009/2010,159.0
Males,Northern NSW,5-34 years,2010/2011,146.7
Males,Northern NSW,5-34 years,2011/2012,122.8
Males,Northern NSW,5-34 years,2012/2013,156.1
Males,Northern NSW,5-34 years,2013/2014,138.0
Males,Northern NSW,5-34 years,2014/2015,156.9
Males,Northern NSW,5-34 years,2015/2016,167.5
Males,Northern NSW,5-34 years,2016/2017,137.2
Males,Northern NSW,5-34 years,2017/2018,146.2
Males,Northern NSW,5-34 years,2018/2019,116.8
Males,Northern NSW,5-34 years,2019/2020,82.2
Males,Northern NSW,5-34 years,2020/2021,75.8
Males,Northern NSW,5-34 years,2021/2022,48.2
Males,Northern NSW,35-64 years,2001/2002,71.5
Males,Northern NSW,35-64 years,2002/2003,67.6
Males,Northern NSW,35-64 years,2003/2004,56.9
Males,Northern NSW,35-64 years,2004/2005,60.4
Males,Northern NSW,35-64 years,2005/2006,45.9
Males,Northern NSW,35-64 years,2006/2007,61.2
Males,Northern NSW,35-64 years,2007/2008,43.6
Males,Northern NSW,35-64 years,2008/2009,50.0
Males,Northern NSW,35-64 years,2009/2010,49.4
Males,Northern NSW,35-64 years,2010/2011,49.3
Males,Northern NSW,35-64 years,2011/2012,30.5
Males,Northern NSW,35-64 years,2012/2013,34.5
Males,Northern NSW,35-64 years,2013/2014,49.3
Males,Northern NSW,35-64 years,2014/2015,47.3
Males,Northern NSW,35-64 years,2015/2016,43.5
Males,Northern NSW,35-64 years,2016/2017,47.0
Males,Northern NSW,35-64 years,2017/2018,36.0
Males,Northern NSW,35-64 years,2018/2019,25.2
Males,Northern NSW,35-64 years,2019/2020,63.8
Males,Northern NSW,35-64 years,2020/2021,21.5
Males,Northern NSW,35-64 years,2021/2022,21.9
Males,Northern NSW,65+ years,2001/2002,118.3
Males,Northern NSW,65+ years,2002/2003,104.4
Males,Northern NSW,65+ years,2003/2004,83.7
Males,Northern NSW,65+ years,2004/2005,57.6
Males,Northern NSW,65+ years,2005/2006,65.5
Males,Northern NSW,65+ years,2006/2007,79.3
Males,Northern NSW,65+ years,2007/2008,59.8
Males,Northern NSW,65+ years,2008/2009,20.5
Males,Northern NSW,65+ years,2009/2010,40.3
Males,Northern NSW,65+ years,2010/2011,18.1
Males,Northern NSW,65+ years,2011/2012,26.4
Males,Northern NSW,65+ years,2012/2013,48.9
Males,Northern NSW,65+ years,2013/2014,82.9
Males,Northern NSW,65+ years,2014/2015,79.2
Males,Northern NSW,65+ years,2015/2016,87.9
Males,Northern NSW,65+ years,2016/2017,124.8
Males,Northern NSW,65+ years,2017/2018,81.8
Males,Northern NSW,65+ years,2018/2019,38.5
Males,Northern NSW,65+ years,2019/2020,48.0
Males,Northern NSW,65+ years,2020/2021,26.8
Males,Northern NSW,65+ years,2021/2022,20.6
Males,Mid North Coast,5-34 years,2001/2002,198.4
Males,Mid North Coast,5-34 years,2002/2003,159.9
Males,Mid North Coast,5-34 years,2003/2004,99.4
Males,Mid North Coast,5-34 years,2004/2005,139.5
Males,Mid North Coast,5-34 years,2005/2006,96.3
Males,Mid North Coast,5-34 years,2006/2007,133.5
Males,Mid North Coast,5-34 years,2007/2008,130.3
Males,Mid North Coast,5-34 years,2008/2009,111.2
Males,Mid North Coast,5-34 years,2009/2010,154.1
Males,Mid North Coast,5-34 years,2010/2011,147.7
Males,Mid North Coast,5-34 years,2011/2012,112.7
Males,Mid North Coast,5-34 years,2012/2013,130.0
Males,Mid North Coast,5-34 years,2013/2014,95.2
Males,Mid North Coast,5-34 years,2014/2015,114.2
Males,Mid North Coast,5-34 years,2015/2016,164.6
Males,Mid North Coast,5-34 years,2016/2017,218.4
Males,Mid North Coast,5-34 years,2017/2018,181.2
Males,Mid North Coast,5-34 years,2018/2019,174.5
Males,Mid North Coast,5-34 years,2019/2020,139.7
Males,Mid North Coast,5-34 years,2020/2021,86.0
Males,Mid North Coast,5-34 years,2021/2022,91.9
Males,Mid North Coast,35-64 years,2001/2002,67.4
Males,Mid North Coast,35-64 years,2002/2003,55.5
Males,Mid North Coast,35-64 years,2003/2004,47.5
Males,Mid North Coast,35-64 years,2004/2005,59.7
Males,Mid North Coast,35-64 years,2005/2006,26.4
Males,Mid North Coast,35-64 years,2006/2007,45.1
Males,Mid North Coast,35-64 years,2007/2008,22.4
Males,Mid North Coast,35-64 years,2008/2009,37.5
Males,Mid North Coast,35-64 years,2009/2010,19.5
Males,Mid North Coast,35-64 years,2010/2011,24.6
Males,Mid North Coast,35-64 years,2011/2012,27.7
Males,Mid North Coast,35-64 years,2012/2013,44.6
Males,Mid North Coast,35-64 years,2013/2014,20.3
Males,Mid North Coast,35-64 years,2014/2015,73.2
Males,Mid North Coast,35-64 years,2015/2016,27.7
Males,Mid North Coast,35-64 years,2016/2017,47.7
Males,Mid North Coast,35-64 years,2017/2018,50.8
Males,Mid North Coast,35-64 years,2018/2019,50.3
Males,Mid North Coast,35-64 years,2019/2020,45.2
Males,Mid North Coast,35-64 years,2020/2021,27.2
Males,Mid North Coast,35-64 years,2021/2022,40.8
Males,Mid North Coast,65+ years,2001/2002,79.6
Males,Mid North Coast,65+ years,2002/2003,67.9
Males,Mid North Coast,65+ years,2003/2004,104.4
Males,Mid North Coast,65+ years,2004/2005,59.9
Males,Mid North Coast,65+ years,2005/2006,35.3
Males,Mid North Coast,65+ years,2006/2007,61.1
Males,Mid North Coast,65+ years,2007/2008,39.3
Males,Mid North Coast,65+ years,2008/2009,38.0
Males,Mid North Coast,65+ years,2009/2010,36.8
Males,Mid North Coast,65+ years,2010/2011,24.1
Males,Mid North Coast,65+ years,2011/2012,24.3
Males,Mid North Coast,65+ years,2012/2013,19.7
Males,Mid North Coast,65+ years,2013/2014,22.3
Males,Mid North Coast,65+ years,2014/2015,43.9
Males,Mid North Coast,65+ years,2015/2016,52.4
Males,Mid North Coast,65+ years,2016/2017,59.5
Males,Mid North Coast,65+ years,2017/2018,169.0
Males,Mid North Coast,65+ years,2018/2019,99.3
Males,Mid North Coast,65+ years,2019/2020,96.5
Males,Mid North Coast,65+ years,2020/2021,107.3
Males,Mid North Coast,65+ years,2021/2022,97.6
Males,Southern NSW,5-34 years,2001/2002,137.3
Males,Southern NSW,5-34 years,2002/2003,82.8
Males,Southern NSW,5-34 years,2003/2004,109.8
Males,Southern NSW,5-34 years,2004/2005,85.1
Males,Southern NSW,5-34 years,2005/2006,98.3
Males,Southern NSW,5-34 years,2006/2007,105.4
Males,Southern NSW,5-34 years,2007/2008,100.8
Males,Southern NSW,5-34 years,2008/2009,91.8
Males,Southern NSW,5-34 years,2009/2010,134.2
Males,Southern NSW,5-34 years,2010/2011,175.4
Males,Southern NSW,5-34 years,2011/2012,147.8
Males,Southern NSW,5-34 years,2012/2013,163.7
Males,Southern NSW,5-34 years,2013/2014,124.9
Males,Southern NSW,5-34 years,2014/2015,103.2
Males,Southern NSW,5-34 years,2015/2016,83.3
Males,Southern NSW,5-34 years,2016/2017,135.3
Males,Southern NSW,5-34 years,2017/2018,141.9
Males,Southern NSW,5-34 years,2018/2019,116.3
Males,Southern NSW,5-34 years,2019/2020,94.2
Males,Southern NSW,5-34 years,2020/2021,88.9
Males,Southern NSW,5-34 years,2021/2022,58.0
Males,Southern NSW,35-64 years,2001/2002,65.8
Males,Southern NSW,35-64 years,2002/2003,63.2
Males,Southern NSW,35-64 years,2003/2004,40.1
Males,Southern NSW,35-64 years,2004/2005,57.2
Males,Southern NSW,35-64 years,2005/2006,46.2
Males,Southern NSW,35-64 years,2006/2007,57.8
Males,Southern NSW,35-64 years,2007/2008,39.9
Males,Southern NSW,35-64 years,2008/2009,31.6
Males,Southern NSW,35-64 years,2009/2010,31.0
Males,Southern NSW,35-64 years,2010/2011,41.5
Males,Southern NSW,35-64 years,2011/2012,50.0
Males,Southern NSW,35-64 years,2012/2013,42.8
Males,Southern NSW,35-64 years,2013/2014,34.7
Males,Southern NSW,35-64 years,2014/2015,38.3
Males,Southern NSW,35-64 years,2015/2016,35.3
Males,Southern NSW,35-64 years,2016/2017,48.3
Males,Southern NSW,35-64 years,2017/2018,51.7
Males,Southern NSW,35-64 years,2018/2019,175.1
Males,Southern NSW,35-64 years,2019/2020,58.7
Males,Southern NSW,35-64 years,2020/2021,35.3
Males,Southern NSW,35-64 years,2021/2022,24.2
Males,Southern NSW,65+ years,2001/2002,121.0
Males,Southern NSW,65+ years,2002/2003,71.5
Males,Southern NSW,65+ years,2003/2004,60.3
Males,Southern NSW,65+ years,2004/2005,38.8
Males,Southern NSW,65+ years,2005/2006,13.9
Males,Southern NSW,65+ years,2006/2007,38.3
Males,Southern NSW,65+ years,2007/2008,53.6
Males,Southern NSW,65+ years,2008/2009,50.6
Males,Southern NSW,65+ years,2009/2010,49.4
Males,Southern NSW,65+ years,2010/2011,67.5
Males,Southern NSW,65+ years,2011/2012,92.1
Males,Southern NSW,65+ years,2012/2013,40.5
Males,Southern NSW,65+ years,2013/2014,25.5
Males,Southern NSW,65+ years,2014/2015,29.4
Males,Southern NSW,65+ years,2015/2016,17.6
Males,Southern NSW,65+ years,2016/2017,35.8
Males,Southern NSW,65+ years,2017/2018,31.9
Males,Southern NSW,65+ years,2018/2019,45.2
Males,Southern NSW,65+ years,2019/2020,74.5
Males,Southern NSW,65+ years,2020/2021,19.4
Males,Southern NSW,65+ years,2021/2022,3.9
Males,Murrumbidgee,5-34 years,2001/2002,180.3
Males,Murrumbidgee,5-34 years,2002/2003,132.3
Males,Murrumbidgee,5-34 years,2003/2004,210.7
Males,Murrumbidgee,5-34 years,2004/2005,186.2
Males,Murrumbidgee,5-34 years,2005/2006,194.4
Males,Murrumbidgee,5-34 years,2006/2007,149.9
Males,Murrumbidgee,5-34 years,2007/2008,164.6
Males,Murrumbidgee,5-34 years,2008/2009,156.1
Males,Murrumbidgee,5-34 years,2009/2010,156.5
Males,Murrumbidgee,5-34 years,2010/2011,217.4
Males,Murrumbidgee,5-34 years,2011/2012,184.9
Males,Murrumbidgee,5-34 years,2012/2013,162.4
Males,Murrumbidgee,5-34 years,2013/2014,175.5
Males,Murrumbidgee,5-34 years,2014/2015,152.7
Males,Murrumbidgee,5-34 years,2015/2016,124.5
Males,Murrumbidgee,5-34 years,2016/2017,197.3
Males,Murrumbidgee,5-34 years,2017/2018,127.2
Males,Murrumbidgee,5-34 years,2018/2019,164.2
Males,Murrumbidgee,5-34 years,2019/2020,128.4
Males,Murrumbidgee,5-34 years,2020/2021,111.3
Males,Murrumbidgee,5-34 years,2021/2022,109.1
Males,Murrumbidgee,35-64 years,2001/2002,99.3
Males,Murrumbidgee,35-64 years,2002/2003,84.3
Males,Murrumbidgee,35-64 years,2003/2004,69.6
Males,Murrumbidgee,35-64 years,2004/2005,85.8
Males,Murrumbidgee,35-64 years,2005/2006,67.4
Males,Murrumbidgee,35-64 years,2006/2007,65.4
Males,Murrumbidgee,35-64 years,2007/2008,52.8
Males,Murrumbidgee,35-64 years,2008/2009,45.4
Males,Murrumbidgee,35-64 years,2009/2010,58.5
Males,Murrumbidgee,35-64 years,2010/2011,62.2
Males,Murrumbidgee,35-64 years,2011/2012,167.9
Males,Murrumbidgee,35-64 years,2012/2013,121.6
Males,Murrumbidgee,35-64 years,2013/2014,154.2
Males,Murrumbidgee,35-64 years,2014/2015,118.4
Males,Murrumbidgee,35-64 years,2015/2016,106.5
Males,Murrumbidgee,35-64 years,2016/2017,118.9
Males,Murrumbidgee,35-64 years,2017/2018,57.6
Males,Murrumbidgee,35-64 years,2018/2019,51.2
Males,Murrumbidgee,35-64 years,2019/2020,70.9
Males,Murrumbidgee,35-64 years,2020/2021,53.1
Males,Murrumbidgee,35-64 years,2021/2022,70.8
Males,Murrumbidgee,65+ years,2001/2002,302.6
Males,Murrumbidgee,65+ years,2002/2003,195.3
Males,Murrumbidgee,65+ years,2003/2004,101.1
Males,Murrumbidgee,65+ years,2004/2005,104.9
Males,Murrumbidgee,65+ years,2005/2006,187.2
Males,Murrumbidgee,65+ years,2006/2007,78.1
Males,Murrumbidgee,65+ years,2007/2008,116.9
Males,Murrumbidgee,65+ years,2008/2009,53.9
Males,Murrumbidgee,65+ years,2009/2010,106.6
Males,Murrumbidgee,65+ years,2010/2011,58.3
Males,Murrumbidgee,65+ years,2011/2012,120.7
Males,Murrumbidgee,65+ years,2012/2013,66.6
Males,Murrumbidgee,65+ years,2013/2014,69.2
Males,Murrumbidgee,65+ years,2014/2015,118.4
Males,Murrumbidgee,65+ years,2015/2016,87.9
Males,Murrumbidgee,65+ years,2016/2017,148.2
Males,Murrumbidgee,65+ years,2017/2018,231.4
Males,Murrumbidgee,65+ years,2018/2019,139.5
Males,Murrumbidgee,65+ years,2019/2020,76.4
Males,Murrumbidgee,65+ years,2020/2021,71.9
Males,Murrumbidgee,65+ years,2021/2022,128.6
Males,Western NSW,5-34 years,2001/2002,264.6
Males,Western NSW,5-34 years,2002/2003,209.6
Males,Western NSW,5-34 years,2003/2004,173.9
Males,Western NSW,5-34 years,2004/2005,154.0
Males,Western NSW,5-34 years,2005/2006,162.9
Males,Western NSW,5-34 years,2006/2007,141.6
Males,Western NSW,5-34 years,2007/2008,134.3
Males,Western NSW,5-34 years,2008/2009,144.2
Males,Western NSW,5-34 years,2009/2010,163.5
Males,Western NSW,5-34 years,2010/2011,151.3
Males,Western NSW,5-34 years,2011/2012,135.1
Males,Western NSW,5-34 years,2012/2013,129.6
Males,Western NSW,5-34 years,2013/2014,102.3
Males,Western NSW,5-34 years,2014/2015,102.1
Males,Western NSW,5-34 years,2015/2016,113.9
Males,Western NSW,5-34 years,2016/2017,135.6
Males,Western NSW,5-34 years,2017/2018,131.5
Males,Western NSW,5-34 years,2018/2019,129.1
Males,Western NSW,5-34 years,2019/2020,123.0
Males,Western NSW,5-34 years,2020/2021,133.2
Males,Western NSW,5-34 years,2021/2022,114.4
Males,Western NSW,35-64 years,2001/2002,120.8
Males,Western NSW,35-64 years,2002/2003,82.6
Males,Western NSW,35-64 years,2003/2004,116.8
Males,Western NSW,35-64 years,2004/2005,95.7
Males,Western NSW,35-64 years,2005/2006,114.6
Males,Western NSW,35-64 years,2006/2007,64.9
Males,Western NSW,35-64 years,2007/2008,64.9
Males,Western NSW,35-64 years,2008/2009,64.4
Males,Western NSW,35-64 years,2009/2010,52.1
Males,Western NSW,35-64 years,2010/2011,60.2
Males,Western NSW,35-64 years,2011/2012,64.4
Males,Western NSW,35-64 years,2012/2013,58.1
Males,Western NSW,35-64 years,2013/2014,33.4
Males,Western NSW,35-64 years,2014/2015,57.7
Males,Western NSW,35-64 years,2015/2016,37.2
Males,Western NSW,35-64 years,2016/2017,47.1
Males,Western NSW,35-64 years,2017/2018,58.6
Males,Western NSW,35-64 years,2018/2019,28.7
Males,Western NSW,35-64 years,2019/2020,46.8
Males,Western NSW,35-64 years,2020/2021,37.0
Males,Western NSW,35-64 years,2021/2022,33.7
Males,Western NSW,65+ years,2001/2002,210.8
Males,Western NSW,65+ years,2002/2003,177.8
Males,Western NSW,65+ years,2003/2004,186.9
Males,Western NSW,65+ years,2004/2005,144.5
Males,Western NSW,65+ years,2005/2006,198.8
Males,Western NSW,65+ years,2006/2007,94.0
Males,Western NSW,65+ years,2007/2008,131.1
Males,Western NSW,65+ years,2008/2009,91.9
Males,Western NSW,65+ years,2009/2010,91.3
Males,Western NSW,65+ years,2010/2011,85.3
Males,Western NSW,65+ years,2011/2012,78.4
Males,Western NSW,65+ years,2012/2013,76.8
Males,Western NSW,65+ years,2013/2014,43.7
Males,Western NSW,65+ years,2014/2015,57.9
Males,Western NSW,65+ years,2015/2016,64.2
Males,Western NSW,65+ years,2016/2017,55.6
Males,Western NSW,65+ years,2017/2018,57.9
Males,Western NSW,65+ years,2018/2019,37.9
Males,Western NSW,65+ years,2019/2020,60.2
Males,Western NSW,65+ years,2020/2021,30.5
Males,Western NSW,65+ years,2021/2022,37.7
Males,Far West,5-34 years,2001/2002,239.7
Males,Far West,5-34 years,2002/2003,168.6
Males,Far West,5-34 years,2003/2004,264.1
Males,Far West,5-34 years,2004/2005,169.7
Males,Far West,5-34 years,2005/2006,267.2
Males,Far West,5-34 years,2006/2007,240.0
Males,Far West,5-34 years,2007/2008,177.5
Males,Far West,5-34 years,2008/2009,136.8
Males,Far West,5-34 years,2009/2010,257.0
Males,Far West,5-34 years,2010/2011,231.6
Males,Far West,5-34 years,2011/2012,163.3
Males,Far West,5-34 years,2012/2013,105.3
Males,Far West,5-34 years,2013/2014,156.1
Males,Far West,5-34 years,2014/2015,253.1
Males,Far West,5-34 years,2015/2016,264.8
Males,Far West,5-34 years,2016/2017,189.5
Males,Far West,5-34 years,2017/2018,110.0
Males,Far West,5-34 years,2018/2019,100.8
Males,Far West,5-34 years,2019/2020,173.2
Males,Far West,5-34 years,2020/2021,51.8
Males,Far West,5-34 years,2021/2022,86.4
Males,Far West,35-64 years,2001/2002,134.2
Males,Far West,35-64 years,2002/2003,79.8
Males,Far West,35-64 years,2003/2004,57.3
Males,Far West,35-64 years,2004/2005,0.0
Males,Far West,35-64 years,2005/2006,67.4
Males,Far West,35-64 years,2006/2007,121.8
Males,Far West,35-64 years,2007/2008,18.9
Males,Far West,35-64 years,2008/2009,14.6
Males,Far West,35-64 years,2009/2010,50.6
Males,Far West,35-64 years,2010/2011,63.4
Males,Far West,35-64 years,2011/2012,58.1
Males,Far West,35-64 years,2012/2013,80.1
Males,Far West,35-64 years,2013/2014,90.0
Males,Far West,35-64 years,2014/2015,0.0
Males,Far West,35-64 years,2015/2016,56.3
Males,Far West,35-64 years,2016/2017,112.8
Males,Far West,35-64 years,2017/2018,35.5
Males,Far West,35-64 years,2018/2019,55.6
Males,Far West,35-64 years,2019/2020,77.4
Males,Far West,35-64 years,2020/2021,57.1
Males,Far West,35-64 years,2021/2022,0.0
Males,Far West,65+ years,2001/2002,286.5
Males,Far West,65+ years,2002/2003,191.2
Males,Far West,65+ years,2003/2004,83.4
Males,Far West,65+ years,2004/2005,40.1
Males,Far West,65+ years,2005/2006,40.5
Males,Far West,65+ years,2006/2007,0.0
Males,Far West,65+ years,2007/2008,95.9
Males,Far West,65+ years,2008/2009,39.3
Males,Far West,65+ years,2009/2010,95.3
Males,Far West,65+ years,2010/2011,0.0
Males,Far West,65+ years,2011/2012,0.0
Males,Far West,65+ years,2012/2013,43.3
Males,Far West,65+ years,2013/2014,0.0
Males,Far West,65+ years,2014/2015,0.0
Males,Far West,65+ years,2015/2016,0.0
Males,Far West,65+ years,2016/2017,39.9
Males,Far West,65+ years,2017/2018,0.0
Males,Far West,65+ years,2018/2019,0.0
Males,Far West,65+ years,2019/2020,79.3
Males,Far West,65+ years,2020/2021,0.0
Males,Far West,65+ years,2021/2022,0.0
Females,Sydney,5-34 years,2001/2002,92.6
Females,Sydney,5-34 years,2002/2003,96.7
Females,Sydney,5-34 years,2003/2004,106.2
Females,Sydney,5-34 years,2004/2005,114.2
Females,Sydney,5-34 years,2005/2006,100.7
Females,Sydney,5-34 years,2006/2007,96.9
Females,Sydney,5-34 years,2007/2008,127.1
Females,Sydney,5-34 years,2008/2009,122.8
Females,Sydney,5-34 years,2009/2010,92.2
Females,Sydney,5-34 years,2010/2011,96.1
Females,Sydney,5-34 years,2011/2012,97.0
Females,Sydney,5-34 years,2012/2013,85.5
Females,Sydney,5-34 years,2013/2014,97.8
Females,Sydney,5-34 years,2014/2015,94.1
Females,Sydney,5-34 years,2015/2016,98.8
Females,Sydney,5-34 years,2016/2017,120.4
Females,Sydney,5-34 years,2017/2018,105.4
Females,Sydney,5-34 years,2018/2019,120.7
Females,Sydney,5-34 years,2019/2020,137.7
Females,Sydney,5-34 years,2020/2021,161.2
Females,Sydney,5-34 years,2021/2022,124.4
Females,Sydney,35-64 years,2001/2002,104.0
Females,Sydney,35-64 years,2002/2003,95.3
Females,Sydney,35-64 years,2003/2004,86.9
Females,Sydney,35-64 years,2004/2005,80.6
Females,Sydney,35-64 years,2005/2006,55.0
Females,Sydney,35-64 years,2006/2007,92.8
Females,Sydney,35-64 years,2007/2008,63.9
Females,Sydney,35-64 years,2008/2009,52.6
Females,Sydney,35-64 years,2009/2010,68.5
Females,Sydney,35-64 years,2010/2011,55.7
Females,Sydney,35-64 years,2011/2012,95.5
Females,Sydney,35-64 years,2012/2013,49.7
Females,Sydney,35-64 years,2013/2014,58.5
Females,Sydney,35-64 years,2014/2015,64.1
Females,Sydney,35-64 years,2015/2016,55.8
Females,Sydney,35-64 years,2016/2017,87.4
Females,Sydney,35-64 years,2017/2018,68.2
Females,Sydney,35-64 years,2018/2019,93.0
Females,Sydney,35-64 years,2019/2020,88.3
Females,Sydney,35-64 years,2020/2021,37.4
Females,Sydney,35-64 years,2021/2022,36.2
Females,Sydney,65+ years,2001/2002,162.4
Females,Sydney,65+ years,2002/2003,213.0
Females,Sydney,65+ years,2003/2004,163.6
Females,Sydney,65+ years,2004/2005,154.8
Females,Sydney,65+ years,2005/2006,128.2
Females,Sydney,65+ years,2006/2007,167.2
Females,Sydney,65+ years,2007/2008,160.5
Females,Sydney,65+ years,2008/2009,142.6
Females,Sydney,65+ years,2009/2010,139.4
Females,Sydney,65+ years,2010/2011,144.5
Females,Sydney,65+ years,2011/2012,200.0
Females,Sydney,65+ years,2012/2013,167.1
Females,Sydney,65+ years,2013/2014,146.8
Females,Sydney,65+ years,2014/2015,136.1
Females,Sydney,65+ years,2015/2016,196.4
Females,Sydney,65+ years,2016/2017,196.1
Females,Sydney,65+ years,2017/2018,207.7
Females,Sydney,65+ years,2018/2019,173.8
Females,Sydney,65+ years,2019/2020,141.3
Females,Sydney,65+ years,2020/2021,70.1
Females,Sydney,65+ years,2021/2022,82.1
Females,South Western Sydney,5-34 years,2001/2002,117.4
Females,South Western Sydney,5-34 years,2002/2003,107.9
Females,South Western Sydney,5-34 years,2003/2004,113.3
Females,South Western Sydney,5-34 years,2004/2005,101.4
Females,South Western Sydney,5-34 years,2005/2006,110.2
Females,South Western Sydney,5-34 years,2006/2007,132.2
Females,South Western Sydney,5-34 years,2007/2008,122.3
Females,South Western Sydney,5-34 years,2008/2009,126.8
Females,South Western Sydney,5-34 years,2009/2010,132.9
Females,South Western Sydney,5-34 years,2010/2011,113.7
Females,South Western Sydney,5-34 years,2011/2012,148.8
Females,South Western Sydney,5-34 years,2012/2013,133.8
Females,South Western Sydney,5-34 years,2013/2014,178.4
Females,South Western Sydney,5-34 years,2014/2015,178.7
Females,South Western Sydney,5-34 years,2015/2016,166.5
Females,South Western Sydney,5-34 years,2016/2017,192.6
Females,South Western Sydney,5-34 years,2017/2018,176.8
Females,South Western Sydney,5-34 years,2018/2019,163.5
Females,South Western Sydney,5-34 years,2019/2020,150.1
Females,South Western Sydney,5-34 years,2020/2021,127.4
Females,South Western Sydney,5-34 years,2021/2022,116.2
Females,South Western Sydney,35-64 years,2001/2002,122.8
Females,South Western Sydney,35-64 years,2002/2003,86.5
Females,South Western Sydney,35-64 years,2003/2004,80.8
Females,South Western Sydney,35-64 years,2004/2005,88.9
Females,South Western Sydney,35-64 years,2005/2006,67.0
Females,South Western Sydney,35-64 years,2006/2007,87.1
Females,South Western Sydney,35-64 years,2007/2008,96.0
Females,South Western Sydney,35-64 years,2008/2009,88.9
Females,South Western Sydney,35-64 years,2009/2010,95.5
Females,South Western Sydney,35-64 years,2010/2011,80.4
Females,South Western Sydney,35-64 years,2011/2012,95.7
Females,South Western Sydney,35-64 years,2012/2013,101.1
Females,South Western Sydney,35-64 years,2013/2014,87.4
Females,South Western Sydney,35-64 years,2014/2015,104.9
Females,South Western Sydney,35-64 years,2015/2016,97.1
Females,South Western Sydney,35-64 years,2016/2017,114.0
Females,South Western Sydney,35-64 years,2017/2018,116.6
Females,South Western Sydney,35-64 years,2018/2019,110.8
Females,South Western Sydney,35-64 years,2019/2020,101.0
Females,South Western Sydney,35-64 years,2020/2021,69.8
Females,South Western Sydney,35-64 years,2021/2022,71.5
Females,South Western Sydney,65+ years,2001/2002,153.0
Females,South Western Sydney,65+ years,2002/2003,192.0
Females,South Western Sydney,65+ years,2003/2004,160.9
Females,South Western Sydney,65+ years,2004/2005,129.5
Females,South Western Sydney,65+ years,2005/2006,105.5
Females,South Western Sydney,65+ years,2006/2007,161.3
Females,South Western Sydney,65+ years,2007/2008,144.1
Females,South Western Sydney,65+ years,2008/2009,124.3
Females,South Western Sydney,65+ years,2009/2010,188.0
Females,South Western Sydney,65+ years,2010/2011,149.2
Females,South Western Sydney,65+ years,2011/2012,181.8
