year-month,lhd,NO pphm,NO2 pphm,OZONE pphm,asthma edp
2022-04,Southern NSW,0.2288700790702402,0.1764198634735729,1.7961035170774071,30.0
2022-05,Southern NSW,0.3,0.3,1.7,45.2
2022-06,Southern NSW,0.3,0.3,1.9,55.3
2022-07,Southern NSW,0.3,0.3,2.2,35.5
2022-08,Southern NSW,0.2,0.2,2.2,38.5
2022-09,Southern NSW,0.2,0.2,2.3,40.4
2022-10,Southern NSW,0.1,0.1,2.3,52.4
2022-11,Southern NSW,0.1,0.1,2.1,49.2
2022-12,Southern NSW,0.1,0.1,2.0,32.9
2023-01,Southern NSW,0.1,0.1,2.1,17.4
2023-02,Southern NSW,0.1,0.1,2.3,27.3
2023-03,Southern NSW,0.2,0.2,2.1,28.8
2023-04,Southern NSW,0.3,0.3,1.7,35.1
2023-05,Southern NSW,0.4,0.5,1.6,38.0
2023-06,Southern NSW,0.4,0.4,1.8,35.2
2023-07,Southern NSW,0.5,0.6,1.8,34.369230769230775
2023-08,Southern NSW,0.3,0.5,1.9,33.53846153846154
2023-09,Southern NSW,0.2,0.5,2.4,32.70769230769231
2023-10,Southern NSW,0.1,0.3,2.7,31.87692307692308
2023-11,Southern NSW,0.1,0.3,2.8,31.04615384615385
2023-12,Southern NSW,0.1,0.3,2.8,30.21538461538461
2024-01,Southern NSW,0.1,0.2,2.2,29.384615384615387
2024-02,Southern NSW,0.1,0.3,2.0,28.553846153846152
2024-03,Southern NSW,0.1,0.3,2.1,27.723076923076924
2024-04,Southern NSW,0.2,0.4,1.8,26.89230769230769
2024-05,Southern NSW,0.5,0.5,1.6,26.06153846153846
2024-06,Southern NSW,0.5,0.6,1.6,25.23076923076923
2014-07,Sydney,1.2674933683653211,1.4270966729687509,1.23359114868769,24.4
2014-08,Sydney,1.1237002726125185,1.2087160379496635,1.4921117703953364,25.6
2014-09,Sydney,0.6256489601189427,0.9996357071287454,1.7903743020299403,18.1
2014-10,Sydney,0.3872894565653889,0.9103296135304446,2.0475888920907117,20.3
2014-11,Sydney,0.3010152325062988,0.741556602508464,2.0890800328792047,20.7
2014-12,Sydney,0.1978626036309627,0.6867710418819056,2.0496887176422773,21.6
2015-01,Sydney,0.1333333333333333,0.5972254912425906,1.8495213602817424,12.9
2015-02,Sydney,0.5582748821120419,0.7694559914220532,1.37856075709286,27.2
2015-03,Sydney,0.5732721668458991,0.8791975201116381,1.578322441463274,27.7
2015-04,Sydney,0.7360619513602341,0.9120809294772122,1.4128785694793746,21.4
2015-05,Sydney,1.682716917220463,1.2138188697815675,1.059352642840704,26.6
2015-06,Sydney,2.5720653955771065,1.5338618646228763,0.6563227602339213,26.8
2015-07,Sydney,1.9502110923847285,1.330639002552634,1.0414353300081192,28.9
2015-08,Sydney,0.9981568578795617,1.2140793236654568,1.364553837413296,25.4
2015-09,Sydney,0.7007436938456438,0.9949881503866485,1.7453679546873282,18.3
2015-10,Sydney,0.7377257086311096,1.1272724119490791,1.79701853823612,20.8
2015-11,Sydney,0.3272549473835999,0.7416240283951586,1.930850176388054,18.5
2015-12,Sydney,0.4231386508285268,0.6798967806994414,1.6280098947536803,14.7
2016-01,Sydney,0.3245620877125852,0.6706895383882174,1.6827563376027663,14.9
2016-02,Sydney,0.5561683686210221,0.6411809727156145,1.5626449986216917,27.4
2016-03,Sydney,0.5999413391574819,0.7008904475434745,1.196372743794282,25.0
2016-04,Sydney,1.2242309225967194,1.1191757505703663,1.0680927700928382,21.5
2016-05,Sydney,1.620787694505406,1.5007486395713985,1.2621803451065643,28.5
2016-06,Sydney,1.4659239734188996,1.324150442740878,1.1652501731166351,26.0
2016-07,Sydney,1.393343784306112,1.2993863384072035,1.1981633787517345,23.9
2016-08,Sydney,1.4143087157206349,1.4207957577372967,1.2734047989460502,22.0
2016-09,Sydney,0.6406908442881668,1.1089342241840827,1.5446790733930758,20.3
2016-10,Sydney,0.4195694036555266,0.844238264349288,1.9535153407177333,18.2
2016-11,Sydney,0.3494700920258161,0.8071574034858587,1.8736507288653013,13.9
2016-12,Sydney,0.2054821014137687,0.7491877939193974,2.130490026945972,15.7
2017-01,Sydney,0.2761878131861551,0.6393368908773862,1.9269545250492977,12.5
2017-02,Sydney,0.3564624425933625,0.79901720525258,1.7050500377168152,22.3
2017-03,Sydney,0.5087189688222814,0.731194975685416,1.2486610887022676,27.2
2017-04,Sydney,1.2295633415460354,1.2459907239404853,0.9867274965713704,26.2
2017-05,Sydney,1.8658529395968164,1.4811606132726542,0.9037721984364958,33.5
2017-06,Sydney,2.1839906378655947,1.5553137757262083,0.8565896666060326,24.7
2017-07,Sydney,1.9636015819626875,1.727479622351214,0.8510919530582419,17.9
2017-08,Sydney,1.0211857980789354,1.3056065410521966,1.65888590797458,17.0
2017-09,Sydney,0.8660828674410048,1.2836988731053285,1.9070630403405315,16.2
2017-10,Sydney,0.4327213112280215,0.8825409054669536,2.1071568094597626,15.0
2017-11,Sydney,0.406487780862089,0.7280553985132424,1.638963308723704,15.4
2017-12,Sydney,0.2551797329572009,0.7379982731601257,1.8768109368323265,15.4
2018-01,Sydney,0.3506934515055198,0.5825525936131368,1.5623964577211673,11.7
2018-02,Sydney,0.5342788978679239,0.6920860120987528,1.398726679847883,20.8
2018-03,Sydney,0.7332231504081577,0.8446358347333152,1.4856160637987152,17.9
2018-04,Sydney,0.6980775839737715,0.941187168605492,1.483654986347663,19.2
2018-05,Sydney,1.562692725280301,1.5316366272064306,1.0138441194460297,33.3
2018-06,Sydney,1.7734524106541587,1.4673100226279243,1.1805750042627217,20.5
2018-07,Sydney,1.860352986545428,1.5945612150534243,1.1693584679260398,14.0
2018-08,Sydney,1.1268528815032013,1.3137084621700394,1.821869223036825,16.7
2018-09,Sydney,0.8994773950196603,1.1360098559610865,1.7465514700802542,19.4
2018-10,Sydney,0.2997097383585778,0.7737818510393913,1.9865881059804067,20.6
2018-11,Sydney,0.5012683288695828,0.7553504550937712,1.7377159258703054,18.6
2018-12,Sydney,0.2323920888500209,0.5668585778541924,1.841689122685512,14.3
2019-01,Sydney,0.1666666666666666,0.5179472361145878,1.8092886613240264,15.3
2019-02,Sydney,0.566137359083669,0.7685026616233582,1.2316337750058866,26.3
2019-03,Sydney,0.6426165844132119,0.7715468570062822,1.439581758017253,21.4
2019-04,Sydney,1.1961877767895095,1.1462698881486209,1.268216787478545,21.7
2019-05,Sydney,1.6882257216048862,1.4138064744548515,1.2512313746236712,27.3
2019-06,Sydney,1.5901528790424502,1.3559793702942091,1.0921111735496098,24.3
2019-07,Sydney,1.5203053380692395,1.4044006673670932,1.243333427312823,16.4
2019-08,Sydney,1.2027725987487214,1.2198201096632528,1.678068517997109,17.3
2019-09,Sydney,0.7190167861577624,1.075757777388154,1.5796069903955123,17.5
2019-10,Sydney,0.6399511098330679,1.0409841392699029,1.6286148147257635,14.8
2019-11,Sydney,0.1948875378523857,0.5480579325271556,1.885321697521944,22.5
2019-12,Sydney,0.2346089185169411,0.4726007859638922,1.7197356287972994,22.5
2020-01,Sydney,0.1666666666666666,0.3999999999999999,1.7066674467595286,13.4
2020-02,Sydney,0.2546180008912704,0.5663120940727038,1.7001772376032729,20.1
2020-03,Sydney,0.6613585861538779,0.7793897023945977,1.4429467562336418,24.2
2020-04,Sydney,0.7126987337698454,0.9910905110805344,1.3778165928417814,7.7
2020-05,Sydney,1.1712418510292535,1.06393511158879,1.2667364884826284,7.2
2020-06,Sydney,1.5438866212459577,1.3258353370511136,1.058164541060267,18.5
2020-07,Sydney,1.4696897621667315,1.2876041429066791,1.2831406143715471,13.2
2020-08,Sydney,1.0275612828514376,1.230944548117742,1.5243854171307356,18.7
2020-09,Sydney,0.6712785761738411,0.9618492172748448,1.905767751865548,12.2
2020-10,Sydney,0.2071817457608622,0.7042695053921713,2.2790845518263523,13.0
2020-11,Sydney,0.289073401712492,0.635906772674391,1.9094007168008404,15.9
2020-12,Sydney,0.1823260718928878,0.5343500452174689,1.7210431992108266,12.7
2021-01,Sydney,0.1643139724341255,0.3972767800885906,1.8730500648805968,8.3
2021-02,Sydney,0.2871865075633018,0.4938414104828426,1.413206105602648,15.9
2021-03,Sydney,0.3788831126797324,0.6541747943369707,1.630199669936232,19.6
2021-04,Sydney,1.0459645420359354,1.0920248599463287,1.3982149274647588,16.6
2021-05,Sydney,1.322444395469463,1.1610827131790755,1.2323078190255374,24.7
2021-06,Sydney,1.8738710015079367,1.3269559978044665,1.0130225213626725,18.9
2021-07,Sydney,1.0673869053796603,1.0958018063805532,1.4087503774208858,8.6
2021-08,Sydney,0.5098438965925497,0.9885974085920124,1.7987031273328398,5.8
2021-09,Sydney,0.3105426581185306,0.7982346415528495,2.045353623248204,5.7
2021-10,Sydney,0.2438023394032094,0.7561798254127078,2.2,7.0
2021-11,Sydney,0.2666666666666666,0.6,1.8,8.9
2021-12,Sydney,0.2666666666666666,0.4666666666666666,1.5666666666666669,9.0
2022-01,Sydney,0.1999999999999999,0.2666666666666666,1.2666666666666666,9.1
2022-02,Sydney,0.4666666666666666,0.5,1.2,9.7
2022-03,Sydney,0.5333333333333333,0.5333333333333333,1.2666666666666666,21.9
2022-04,Sydney,0.9238478241845148,0.883547278395124,1.3057047411677676,23.7
2022-05,Sydney,1.4,1.2666666666666666,0.978272822269865,28.7
2022-06,Sydney,1.3333333333333333,1.2,1.1441772011371705,19.0
2022-07,Sydney,0.9666666666666668,1.1666666666666667,1.5333333333333332,15.7
2022-08,Sydney,0.6666666666666666,1.0,1.6333333333333335,24.3
2022-09,Sydney,0.3999999999999999,0.8333333333333334,2.0703741055034817,18.9
2022-10,Sydney,0.3514888631792746,0.7205645083447396,1.972743129801385,16.0
2022-11,Sydney,0.3,0.5666666666666667,1.8333333333333333,15.6
2022-12,Sydney,0.1666666666666666,0.4666666666666666,1.6666666666666667,12.4
2023-01,Sydney,0.2676989170916546,0.4042871973568047,1.2591513945007329,9.6
2023-02,Sydney,0.3666666666666667,0.5333333333333333,1.5,16.7
2023-03,Sydney,0.5,0.7999999999999999,1.6,13.8
2023-04,Sydney,0.8333333333333334,0.9,1.2,19.0
2023-05,Sydney,1.4666666666666668,1.2666666666666666,1.1,22.5
2023-06,Sydney,1.4,1.2666666666666666,1.2,15.8
2023-07,Sydney,1.6,1.4666666666666668,1.0333333333333334,17.392307692307693
2023-08,Sydney,1.1666666666666667,1.3333333333333333,1.2333333333333334,18.984615384615385
2023-09,Sydney,0.7000000000000001,1.2,1.7666666666666666,20.57692307692308
2023-10,Sydney,0.3999999999999999,0.6666666666666666,2.033333333333333,22.16923076923077
2023-11,Sydney,0.2333333333333333,0.5666666666666667,1.7666666666666668,23.76153846153846
2023-12,Sydney,0.2685118772988804,0.4924197782877821,1.7700606532456975,25.35384615384616
2024-01,Sydney,0.2881804788034535,0.4444738031428455,1.3472293053768158,26.946153846153848
2024-02,Sydney,0.3,0.5333333333333333,1.5,28.53846153846154
2024-03,Sydney,0.4666666666666666,0.6666666666666666,1.5666666666666669,30.130769230769232
2024-04,Sydney,0.6333333333333333,0.8333333333333334,1.4,31.723076923076924
2024-05,Sydney,1.4333333333333331,1.1666666666666667,1.0666666666666669,33.315384615384616
2024-06,Sydney,1.4333333333333331,1.1666666666666667,1.0666666666666669,34.90769230769231
2014-07,Western NSW,0.0870028022710779,0.2296864946506763,2.0413928377385706,36.5
2014-08,Western NSW,0.1193265591396207,0.2143374466635632,1.9994750235898533,38.8
2014-09,Western NSW,0.1092771408196782,0.1765310303876411,2.163735195337088,40.5
2014-10,Western NSW,0.1797048617990675,0.1211642393625022,2.434904287579151,36.6
2014-11,Western NSW,0.1476321207500498,0.1790646838578157,2.7880714941297,38.5
2014-12,Western NSW,0.1017096927331179,0.0765858705275391,2.522970048551807,24.1
2015-01,Western NSW,0.119716180932687,0.0734812303608385,2.339007802649965,19.5
2015-02,Western NSW,0.2350927820477426,0.1449921828729398,2.3145495141082426,31.1
2015-03,Western NSW,0.1357123167268761,0.161405580104313,2.415935292314112,33.2
2015-04,Western NSW,0.1501095546680221,0.1637769499526956,2.1396402109621566,31.3
2015-05,Western NSW,0.1982699978059338,0.2324894593893006,2.203207291521127,48.2
2015-06,Western NSW,0.2064317186226576,0.3100615231217714,1.5495520295751055,40.8
2015-07,Western NSW,0.1100525352957251,0.2495534416134665,1.9062678638476016,46.1
2015-08,Western NSW,0.0811357467232752,0.2349268279731077,2.0771777178040938,52.8
2015-09,Western NSW,0.0979528235842164,0.1816287107947842,2.1009414999952707,47.0
2015-10,Western NSW,0.0963249807423614,0.0887211409259949,2.449059273449169,59.1
2015-11,Western NSW,0.0849411022167896,0.1557143935038531,2.526140397409911,49.3
2015-12,Western NSW,0.0640323953395672,0.1879999260120569,2.4703612538080493,38.8
2016-01,Western NSW,0.0741976580769405,0.1721678386817645,2.339934944401328,29.4
2016-02,Western NSW,0.1263767151635185,0.2464071196324665,2.349975309395507,54.8
2016-03,Western NSW,0.1088862977597952,0.2157536237181026,2.2255786864932285,45.9
2016-04,Western NSW,0.1791415598991078,0.3258071424680245,2.100197117590556,37.5
2016-05,Western NSW,0.0447694035748671,0.3897992621109909,2.13223647055701,55.6
2016-06,Western NSW,0.0861837531239222,0.2249960686326804,1.955512333228672,48.7
2016-07,Western NSW,0.0709177510384043,0.220657155612815,2.133044396389041,56.1
2016-08,Western NSW,0.0907734819487542,0.2216314593582762,2.0182597853087745,67.9
2016-09,Western NSW,0.0,0.169006178152086,2.1308815497776243,55.5
2016-10,Western NSW,0.0080206263570322,0.1725993678630101,2.4504711806165798,83.9
2016-11,Western NSW,0.0333583745780794,0.1574506561544292,2.533200308399106,77.7
2016-12,Western NSW,0.0533954917928975,0.1514391834409917,2.679177864222262,45.2
2017-01,Western NSW,0.0030966632437076,0.1655754387144812,2.456685947366368,29.1
2017-02,Western NSW,0.042276104810639,0.1605019753932935,2.6012239398372863,40.7
2017-03,Western NSW,0.0835555507599568,0.1528079373537618,2.05817933844867,45.7
2017-04,Western NSW,0.1184965582800146,0.2424804331356927,1.95480952132502,47.5
2017-05,Western NSW,0.0658669457477253,0.3049328514938424,1.606147526021882,75.8
2017-06,Western NSW,0.155813322990203,0.2994582920226517,1.623034384892866,64.7
2017-07,Western NSW,0.0,0.2956516918398171,1.9772166366970805,50.8
2017-08,Western NSW,0.0802852701231595,0.2115305198526615,2.3788784252315374,64.8
2017-09,Western NSW,0.0,0.2077665215749481,2.6280380496507627,62.8
2017-10,Western NSW,0.0,0.1774669077172591,2.667631823953637,41.9
2017-11,Western NSW,0.0,0.1785086437131383,2.450650324194643,46.6
2017-12,Western NSW,0.0,0.1193234381574846,2.614032598405017,40.4
2018-01,Western NSW,0.0,0.2725624249543736,2.5564999238032997,22.1
2018-02,Western NSW,0.0804206617406777,0.2552996324815635,2.3900547927902576,36.7
2018-03,Western NSW,0.0208748635987079,0.2061585257435322,2.353267311846648,38.4
2018-04,Western NSW,0.0421910867941896,0.391086100058908,2.296584394518145,38.3
2018-05,Western NSW,0.2063365011344329,0.429336097929705,1.968841819258091,49.4
2018-06,Western NSW,0.2335148329340035,0.2748856059217686,1.881983232683676,47.7
2018-07,Western NSW,0.1079342655586302,0.3099557857592924,2.0953739183097277,48.6
2018-08,Western NSW,0.065050059661074,0.2135790805203488,2.2904863759649183,52.4
2018-09,Western NSW,0.225067389639525,0.2647541343797269,2.212093474205538,44.6
2018-10,Western NSW,0.0741879771113003,0.149437582077821,2.3259079464955565,50.2
2018-11,Western NSW,0.0708904157729761,0.1764997402801967,2.680758745512845,54.0
2018-12,Western NSW,0.1426567373677406,0.2744389967353092,2.642133916672554,39.6
2019-01,Western NSW,0.1006037013979405,0.2497732330445927,2.748428551666084,25.4
2019-02,Western NSW,0.2665535926899857,0.301274126673253,2.526360326763938,40.4
2019-03,Western NSW,0.1803407389220027,0.2820266818838398,2.344799965484856,40.8
2019-04,Western NSW,0.2401395849378272,0.3382793167463952,1.977384140870241,41.5
2019-05,Western NSW,0.1506888659255397,0.4108728694993425,1.8941069596924909,59.5
2019-06,Western NSW,0.2026075153025681,0.3214889353177383,1.4244855231628648,56.3
2019-07,Western NSW,0.1641650511813632,0.290201268124007,1.8211005618818303,54.9
2019-08,Western NSW,0.204495367508989,0.354937556611265,2.123688134099057,60.8
2019-09,Western NSW,0.304353076841076,0.2571963726172925,2.466137039886092,51.7
2019-10,Western NSW,0.304353076841076,0.3759480612050222,2.817362021446065,38.3
2019-11,Western NSW,0.304353076841076,0.429336097929705,3.1644625677215066,49.9
2019-12,Western NSW,0.304353076841076,0.429336097929705,3.210362253535192,69.8
2020-01,Western NSW,0.1750493871503143,0.429336097929705,3.210362253535192,33.0
2020-02,Western NSW,0.1031437659968853,0.1605720415845493,2.474224179545021,37.0
2020-03,Western NSW,0.1081681473666606,0.1999655101190593,2.137324955671932,46.0
2020-04,Western NSW,0.0620424919774894,0.2211495016375768,2.15740125831806,19.7
2020-05,Western NSW,0.0828016399214685,0.2352548402662053,1.6527889279188193,21.4
2020-06,Western NSW,0.1618363619476011,0.2295582067603156,1.704771957787577,34.1
2020-07,Western NSW,0.1214362093457899,0.2133172973803844,1.7806895750012552,33.8
2020-08,Western NSW,0.1810372403089868,0.1683979193035651,2.174457476959781,32.5
2020-09,Western NSW,0.0,0.2694911962626345,2.2666924662032906,30.1
2020-10,Western NSW,0.0550515049583388,0.172947420043095,2.474996627951555,59.3
2020-11,Western NSW,0.0366687784006423,0.2429380818186636,2.527612236553323,73.0
2020-12,Western NSW,0.0629425602902427,0.1568921227003398,2.3237999609590494,39.9
2021-01,Western NSW,0.0419463416832314,0.2323486558509589,2.3296904136166,25.2
2021-02,Western NSW,0.0989092441656189,0.1824834180327497,2.1116095057386084,32.6
2021-03,Western NSW,0.0946425837867556,0.2306582231201061,2.0772436946965667,44.0
2021-04,Western NSW,0.070902513154754,0.429336097929705,1.9923081705972163,48.1
2021-05,Western NSW,0.1248406379821199,0.3091096591778621,1.6178844809943982,77.4
2021-06,Western NSW,0.0907217480370886,0.2721046036963331,1.794439694559247,56.5
2021-07,Western NSW,0.0,0.2420063985666242,1.7714977121853277,40.7
2021-08,Western NSW,0.0,0.1787990355912635,2.002889958631997,41.9
2021-09,Western NSW,0.0656045438183951,0.1560299148791035,2.1543025229169084,22.5
2021-10,Western NSW,0.0542601387818217,0.1364279118560668,2.3588342552149464,39.1
2021-11,Western NSW,0.0499429457484446,0.2010358172277687,2.248508186529752,63.4
2021-12,Western NSW,0.0,0.1785013054428634,2.342730171535706,41.2
2022-01,Western NSW,0.0836125948837911,0.1295971430290723,2.1029630756488413,25.9
2022-02,Western NSW,0.1309209960460021,0.1069158122455068,2.001892937043793,24.1
2022-03,Western NSW,0.1928750179971787,0.169323612338686,1.9090369849013948,52.2
2022-04,Western NSW,0.1496821775389979,0.2018448781133276,1.720127474531988,47.9
2022-05,Western NSW,0.105395721011132,0.2214078948391773,1.6185908689685953,79.3
2022-06,Western NSW,0.0723736310561143,0.2754806242308786,1.879242707902253,82.6
2022-07,Western NSW,0.1568209011798259,0.1630116896039969,2.025071866643856,57.2
2022-08,Western NSW,0.0,0.1830086196886517,2.032049938605823,52.1
2022-09,Western NSW,0.0789223708789132,0.1176567584116795,2.0773885944595225,66.5
2022-10,Western NSW,0.1071671583996678,0.1359904165112083,2.1591992806981226,67.0
2022-11,Western NSW,0.0154624495747002,0.2037064100494323,2.215154106563891,65.3
2022-12,Western NSW,0.0570959735580081,0.2385479944307373,2.289544660978237,43.9
2023-01,Western NSW,0.0195899840518805,0.2195800949029679,2.3264461778446126,28.1
2023-02,Western NSW,0.0223631548604175,0.2034907858998557,2.398572980768432,34.3
2023-03,Western NSW,0.0235008742881743,0.1716391660345415,2.142698596021838,47.4
2023-04,Western NSW,0.1076733195633051,0.2409374358388969,1.8647932431154888,38.3
2023-05,Western NSW,0.1076183305841332,0.3482955915733645,1.7271499875627367,53.9
2023-06,Western NSW,0.0402591807828759,0.3276998899829787,1.7206398770934168,46.9
2023-07,Western NSW,0.0,0.3279469960498861,1.8552129705202305,45.76923076923077
2023-08,Western NSW,0.076968717217563,0.3035956814670395,1.95,44.638461538461534
2023-09,Western NSW,0.1,0.3,2.45,43.50769230769231
2023-10,Western NSW,0.1,0.2,2.65,42.37692307692308
2023-11,Western NSW,0.0,0.2,2.75,41.246153846153845
2023-12,Western NSW,0.0,0.2,2.95,40.11538461538461
2024-01,Western NSW,0.0,0.2,2.45,38.98461538461538
2024-02,Western NSW,0.1,0.2,2.3,37.85384615384616
2024-03,Western NSW,0.0,0.3,2.35,36.72307692307693
2024-04,Western NSW,0.1,0.3,1.95,35.59230769230769
2024-05,Western NSW,0.1,0.3,1.75,34.46153846153847
2024-06,Western NSW,0.1,0.3,1.7000000000000002,33.330769230769235
2014-07,Western Sydney,1.5727141426637816,1.2287437787335405,1.3673886457685414,32.2
2014-08,Western Sydney,1.0915157308858,1.0892386501040867,1.6186191465731303,28.5
2014-09,Western Sydney,0.4633636901534025,0.9218437347252332,1.90328917031362,22.7
2014-10,Western Sydney,0.3425377803215753,0.7967198655845764,2.378511445877641,22.3
2014-11,Western Sydney,0.3938396937088846,0.6997125947539217,2.5051933834585496,21.2
2014-12,Western Sydney,0.1514909859491641,0.6754836283448781,2.296959776926615,24.0
2015-01,Western Sydney,0.2147617769698502,0.6277422066298995,1.9630816059974985,15.7
2015-02,Western Sydney,0.6959723875295407,0.8182386847435528,1.4847960419610395,27.5
2015-03,Western Sydney,0.9724778446399684,0.9496372492618304,1.771595295671362,28.7
2015-04,Western Sydney,0.5118700630425786,0.8494117131924549,1.4899332246012655,28.0
2015-05,Western Sydney,1.3289940330315817,1.0983880667180892,1.1443753618494523,34.5
2015-06,Western Sydney,2.0484326193935827,1.3667738577310276,0.7972647898627142,28.7
2015-07,Western Sydney,1.5528201242472504,1.2372229220592184,1.100876496927371,28.2
2015-08,Western Sydney,0.6942144034236862,1.1143983904477397,1.4238567066325865,29.7
2015-09,Western Sydney,0.4473888816060252,0.9497517802016228,1.808754141742673,23.8
2015-10,Western Sydney,0.3093673021438731,0.9333605829731152,2.244995443826907,23.2
2015-11,Western Sydney,0.2751357821814526,0.7075516040104382,2.320111709956406,22.1
2015-12,Western Sydney,0.4065863606675007,0.7645860944519235,1.8942279817756364,17.9
2016-01,Western Sydney,0.1828459404168476,0.6680243857743619,1.903185384483764,18.1
2016-02,Western Sydney,0.3733220632972083,0.7173206555113681,1.8620654092226063,32.5
2016-03,Western Sydney,0.6172745451053878,0.7813171876502853,1.5637818250210993,25.7
2016-04,Western Sydney,0.8196843652387894,1.0370197214953158,1.4461224064871925,27.3
2016-05,Western Sydney,1.186073029591569,1.213188940377634,1.3593343894795566,32.8
2016-06,Western Sydney,0.9673732469576378,1.065138329349398,1.2792803735839815,27.5
2016-07,Western Sydney,1.1164274929719722,1.0473463304481057,1.369409878667501,22.8
2016-08,Western Sydney,1.2432999382349972,1.1514686807701908,1.3963099412105544,30.5
2016-09,Western Sydney,0.5670900723354767,0.947621569771679,1.6170835603433886,27.1
2016-10,Western Sydney,0.2049959621546977,0.7042353292661251,2.1118679457779668,21.5
2016-11,Western Sydney,0.3692846389889945,0.7426807430261125,2.243450113917337,19.1
2016-12,Western Sydney,0.1421673591850394,0.6538849076965082,2.429560254931073,19.1
2017-01,Western Sydney,0.1490598204476902,0.5639156786902818,2.2311235967640703,14.3
2017-02,Western Sydney,0.3158530802644777,0.6391475177242756,2.3289122210389523,26.8
2017-03,Western Sydney,0.339785805821943,0.6748228294846051,1.4927162523360602,26.3
2017-04,Western Sydney,0.8597847145746108,0.983659284621854,1.3675953894446098,26.9
2017-05,Western Sydney,1.2908067442088988,1.2487711795895553,1.0689099643490831,35.4
2017-06,Western Sydney,1.489200056642329,1.305268326191824,0.9359612989451384,32.3
2017-07,Western Sydney,1.596901261143028,1.2969864424119908,1.3654508983379086,25.8
2017-08,Western Sydney,0.8502631530885384,1.0187731886455704,1.8491683549444304,24.1
2017-09,Western Sydney,0.8150343306309804,0.9897881465388028,2.215966635769611,22.5
2017-10,Western Sydney,0.5817403967461774,0.803647012075483,2.297695210895845,18.2
2017-11,Western Sydney,0.7007225077969517,0.6648833525365601,1.8701672613869595,22.3
2017-12,Western Sydney,0.4997906958591617,0.6154677003865986,2.342511464313308,19.2
2018-01,Western Sydney,0.4523357052521995,0.5530930320132454,2.040209652177995,15.6
2018-02,Western Sydney,0.5711591502780342,0.6173766068960693,1.7584150164493797,24.8
2018-03,Western Sydney,0.457048512908363,0.7492371247389098,1.8235881347398728,23.9
2018-04,Western Sydney,0.5253541637669732,0.8801969602357425,1.88565228890426,19.2
2018-05,Western Sydney,1.5633924137083186,1.2533526003675282,1.4056357583725272,29.0
2018-06,Western Sydney,1.4149977199485435,1.1892991442362324,1.308599368781305,22.4
2018-07,Western Sydney,1.8627653631500465,1.3356046888299316,1.4059970340517731,18.9
2018-08,Western Sydney,1.039247762890013,1.1201895300491689,1.813526041384816,18.5
2018-09,Western Sydney,0.8607501759370877,1.0586165685884288,1.857195153471829,21.2
2018-10,Western Sydney,0.2985750512202283,0.7581697737260464,2.166575456122188,17.2
2018-11,Western Sydney,0.6265660952871959,0.6996033913272754,2.1317901483008432,18.7
2018-12,Western Sydney,0.1722161753992693,0.5690662960381049,2.31944724373267,17.6
2019-01,Western Sydney,0.1543804973466355,0.5156515672394469,2.6262461641887898,17.4
2019-02,Western Sydney,0.7906269918304424,0.6783038830694064,1.9089881403765705,23.3
2019-03,Western Sydney,0.5351308885005134,0.7176710852258322,1.7237847118799137,28.4
2019-04,Western Sydney,0.7403642508737607,0.9771525566165375,1.403277061253265,26.2
2019-05,Western Sydney,1.16940581160808,1.1712527076651256,1.285376164798071,31.5
2019-06,Western Sydney,1.3732969374913608,1.2086475312999112,1.1342459039645554,28.6
2019-07,Western Sydney,1.5807582241288811,1.2179288513860769,1.3265771360769143,18.2
2019-08,Western Sydney,1.12760063632758,1.070079765785119,1.8331565826361815,24.9
2019-09,Western Sydney,0.93070362623712,0.9181356022121628,1.9995099762757291,21.0
2019-10,Western Sydney,0.9805524568615832,0.903286607792894,2.372925012191485,20.2
2019-11,Western Sydney,0.6432584330072956,0.5505110608470133,2.7943374975889217,21.4
2019-12,Western Sydney,0.6773037358739405,0.3749012234947758,2.928173006563987,23.5
2020-01,Western Sydney,0.175,0.3714604277999008,2.833046623722704,14.6
2020-02,Western Sydney,0.2040304372084835,0.5209047959612315,2.041881771927258,20.5
2020-03,Western Sydney,0.5814643567897224,0.6540054992419466,1.5974457980336425,22.5
2020-04,Western Sydney,0.625,0.8,1.55,9.8
2020-05,Western Sydney,0.9,0.8250000000000001,1.4,7.3
2020-06,Western Sydney,1.3,1.0750000000000002,1.125,20.0
2020-07,Western Sydney,1.2,1.075,1.425,15.1
2020-08,Western Sydney,0.85,0.9,1.775,16.2
2020-09,Western Sydney,0.55,0.8500000000000001,2.025,13.5
2020-10,Western Sydney,0.3,0.65,2.4,10.7
2020-11,Western Sydney,0.3,0.575,2.3,16.8
2020-12,Western Sydney,0.175,0.45,1.875,9.7
2021-01,Western Sydney,0.275,0.5,2.0,7.2
2021-02,Western Sydney,0.375,0.525,1.5,17.2
2021-03,Western Sydney,0.475,0.625,1.625,18.5
2021-04,Western Sydney,0.95,0.95,1.4,16.6
2021-05,Western Sydney,1.175,0.975,1.175,24.9
2021-06,Western Sydney,1.55,1.0,1.15,20.5
2021-07,Western Sydney,0.925,0.775,1.475,9.9
2021-08,Western Sydney,0.575,0.8,1.8,7.2
2021-09,Western Sydney,0.4,0.725,2.1,5.3
2021-10,Western Sydney,0.35,0.75,2.175,7.6
2021-11,Western Sydney,0.275,0.55,1.85,11.9
2021-12,Western Sydney,0.175,0.45,1.975,9.1
2022-01,Western Sydney,0.175,0.35,1.625,8.7
